id,community_names,region,price,total_price,house_types,area,orientation,decoration,floor_levels,build_time,building_types
225,航天社区 ,中关村,"128,224元/平",1238,3室1厅,96.55平米,南 西,精装,高楼层(共16层),2010年,塔楼
226,翠成馨园E区 ,垡头,"35,408元/平",260,2室1厅,73.43平米,西南,精装,低楼层(共28层),2011年,塔楼
227,韩庄子四里 ,看丹桥,"43,380元/平",249,2室1厅,57.4平米,南 北,精装,底层(共6层) ,,板楼
228,将府家园 ,酒仙桥,"47,140元/平",379,2室1厅,80.4平米,南,精装,低楼层(共16层) ,,板楼
229,阳光星苑北区 ,新宫,"43,104元/平",270,2室1厅,62.64平米,南,精装,低楼层(共11层),2014年,板楼
230,滨河小区 ,顺义城,"25,509元/平",153,2室1厅,59.98平米,南 西 北,简装,中楼层(共6层),1994年,板楼
231,八里庄北里小区 ,石佛营,"46,640元/平",220,1室1厅,47.17平米,东南,精装,底层(共18层),1995年,塔楼
232,兴化西里 ,和平里,"63,093元/平",446,3室1厅,70.69平米,南 北,简装,底层(共5层) ,,板楼
233,世纪星城 ,通州北苑,"45,673元/平",419,2室2厅,91.74平米,南 北,精装,中楼层(共10层) ,,板楼
234,紫金新干线四区 ,霍营,"48,502元/平",356,2室1厅,73.4平米,南,精装,中楼层(共18层),2020年,板塔结合
235,东直门内北小街16号 ,东直门,"81,006元/平",722,2室1厅,89.13平米,东 西,简装,中楼层(共10层) ,,板塔结合
236,康宜家园北区 ,枣园,"30,286元/平",208,2室1厅,68.68平米,南 北,毛坯,中楼层(共16层),2015年,板楼
237,金台里 ,红庙,"58,510元/平",329,2室1厅,56.23平米,南 北,精装,中楼层(共5层),1979年,板楼
238,延静西里 ,红庙,"57,931元/平",397,3室1厅,68.53平米,南 北,精装,中楼层(共6层),1983年,板楼
239,典雅庄园 ,昌平其它,"25,768元/平",167,1室1厅,64.81平米,南,精装,中楼层(共10层),2005年,板楼
240,康家园 ,甘露园,"49,928元/平",343,2室1厅,68.7平米,南 北,简装,底层(共7层) ,,板楼
241,纱络胡同 ,安定门,"186,336元/平",240,1室1厅,12.88平米,东,精装,底层(共1层),2022年,平房
242,金融街融汇 ,天宫院,"36,525元/平",256,2室1厅,70.09平米,南 北,精装,中楼层(共18层),2014年,板楼
243,华贸城 ,北苑,"74,713元/平",715,3室2厅,95.7平米,南 东北,精装,中楼层(共27层),2011年,板塔结合
244,中仓小区 ,万达,"36,277元/平",219,2室1厅,60.37平米,南 北,简装,5层 ,,板楼
245,华业东方玫瑰D区 ,临河里,"42,504元/平",385,2室2厅,90.58平米,南,精装,低楼层(共27层),2013年,板塔结合
246,北苑135号院 ,通州北苑,"28,081元/平",170,2室1厅,60.54平米,南 北,简装,底层(共3层) ,,板楼
247,义宾南区 ,顺义城,"26,192元/平",166,2室1厅,63.38平米,南 北,简装,中楼层(共6层) ,,板楼
248,南新园 ,华威桥,"52,047元/平",365,2室1厅,70.13平米,西南,精装,24层 ,,塔楼
249,北京ONE ,万达,"35,804元/平",359,2室1厅,100.27平米,西,简装,中楼层(共31层),2021年,塔楼
250,京贸国际城 ,武夷花园,"42,289元/平",309,2室1厅,73.07平米,东南,简装,28层,2011年,板塔结合
251,志强北园 ,小西天,"80,000元/平",460,2室1厅,57.5平米,南 北,毛坯,5层 ,,板楼
252,金隅景和园 ,东坝,"49,002元/平",378,2室1厅,77.14平米,南 北,精装,中楼层(共21层),2011年,板楼
253,小南庄社区 ,苏州桥,"41,681元/平",245,1室1厅,58.78平米,南 北,精装,地下室(共6层) ,,板楼
254,八角北路11号院 ,杨庄,"38,510元/平",280,2室1厅,72.71平米,南 北,其他,高楼层(共7层),2000年,板楼
255,青塔东里10号院 ,青塔,"52,550元/平",303,2室1厅,57.66平米,南 北,精装,中楼层(共6层),1995年,板楼
256,首城国际A区 ,双井,"85,809元/平",598,2室1厅,69.69平米,东南,精装,高楼层(共28层),2010年,塔楼
257,首开中晟馨苑3号院 ,马坡,"23,101元/平",128,1室1厅,55.41平米,南,精装,低楼层(共18层),2015年,板楼
258,风度柏林 ,大望路,"69,472元/平",469,1室1厅,67.51平米,东,简装,22层,2006年,塔楼
259,蒲黄榆路 ,蒲黄榆,"44,402元/平",230,2室1厅,51.8平米,东,精装,中楼层(共6层) ,,板楼
260,劲松二区 ,劲松,"49,925元/平",198,1室1厅,39.66平米,南,简装,顶层(共6层),1977年,板楼
261,华贸城 ,北苑,"90,374元/平",598,2室2厅,66.17平米,西南,精装,高楼层(共16层) ,,板塔结合
262,劲松九区 ,劲松,"55,964元/平",343,2室1厅,61.29平米,东南,简装,低楼层(共16层),1986年,塔楼
263,中海金玺公馆 ,古城,"61,007元/平",439,2室1厅,71.96平米,南,精装,低楼层(共20层) ,,板楼
264,华昱家园 ,黄村中,"40,196元/平",650,4室2厅,161.71平米,南 北,精装,底层(共16层) ,,板楼
265,北京城建琨廷北区 ,窦店,"16,962元/平",162,3室1厅,95.51平米,南 北,精装,中楼层(共14层),2014年,板楼
266,久敬佳园一区 ,和义,"39,319元/平",399,2室2厅,101.48平米,南 北,简装,低楼层(共6层),2007年,板楼
267,机场南路东里 ,首都机场,"27,156元/平",149,2室1厅,54.87平米,南,简装,中楼层(共5层) ,,板楼
268,西山御园 ,城子,"36,350元/平",728,4室1厅,200.28平米,南 北,毛坯,中楼层(共15层),2015年,板楼
269,万方家园 ,常营,"29,343元/平",460,4室1厅,156.77平米,南 北,简装,顶层(共6层) ,,板楼
270,万年花城四期 ,玉泉营,"55,883元/平",275,1室1厅,49.21平米,东,精装,中楼层(共27层),2008年,塔楼
271,通惠家园 ,四惠,"53,850元/平",449,2室1厅,83.38平米,南 西,精装,28层,2001年,板塔结合
272,清澄名苑南区 ,黄村中,"40,957元/平",565,3室1厅,137.95平米,南 北,简装,中楼层(共11层),2003年,板楼
273,美景东方 ,华威桥,"67,192元/平",598,2室2厅,89平米,西北,简装,14层,2012年,板塔结合
274,松榆北路 ,劲松,"52,059元/平",220,1室1厅,42.26平米,南,精装,6层,1992年,板楼
275,忠实里 ,广渠门,"94,971元/平",440,1室1厅,46.33平米,东,精装,中楼层(共14层) ,,板塔结合
276,天鹅湾南区 ,朝青,"65,979元/平",1188,3室2厅,180.06平米,南 北,精装,中楼层(共27层),2006年,板塔结合
277,华远和墅 ,南中轴机场商务区,"15,185元/平",110,2室1厅,72.44平米,西,精装,6层,2015年,板楼
278,六合园 ,鲁谷,"41,168元/平",275,2室1厅,66.8平米,东,精装,顶层(共18层),1994年,塔楼
279,恒大滨河左岸南区 ,良乡,"17,764元/平",149,2室1厅,83.88平米,南,精装,底层(共15层) ,,板楼
280,五芳园 ,鲁谷,"38,376元/平",189,1室1厅,49.25平米,南,其他,低楼层(共6层),1994年,板楼
281,天畅园 ,奥林匹克公园,"42,905元/平",718,2室1厅,167.35平米,西,简装,低楼层(共29层),2008年,塔楼
282,中冶蓝城西区 ,城关,"17,903元/平",178,3室1厅,99.43平米,南 北,简装,高楼层(共15层),2015年,板楼
283,百子湾家园三区 ,百子湾,"44,389元/平",280,1室1厅,63.08平米,北,精装,高楼层(共18层),2006年,板塔结合
284,玉桥北里 ,乔庄,"29,917元/平",223,3室1厅,74.54平米,南 北,精装,中楼层(共6层) ,,板楼
285,清逸园 ,旧宫,"29,528元/平",269,2室1厅,91.1平米,东 西,精装,底层(共6层),2005年,板楼
286,慧忠里C区 ,亚运村,"77,843元/平",456,2室1厅,58.58平米,东 西,精装,低楼层(共6层),2000年,板楼
287,望园西里 ,七里庄,"54,586元/平",369,3室1厅,67.6平米,东 南 北,简装,中楼层(共6层) ,,板楼
288,鸿坤理想城礼域府 ,西红门,"42,646元/平",285,1室1厅,66.83平米,东南,精装,高楼层(共21层),2011年,板塔结合
289,长阳国际城二区 ,长阳,"36,764元/平",328,3室1厅,89.22平米,南 北,精装,低楼层(共20层),2012年,板楼
290,南顶小区 ,赵公口,"41,340元/平",179,1室1厅,43.3平米,东,精装,高楼层(共6层) ,,板楼
291,广渠门外南街 ,广渠门,"76,457元/平",328,1室1厅,42.9平米,西,简装,高楼层(共6层) ,,板楼
292,百子湾家园三区 ,百子湾,"47,138元/平",480,2室1厅,101.83平米,南,精装,中楼层(共16层),2006年,板楼
293,磨房北里 ,北工大,"53,316元/平",320,2室1厅,60.02平米,南 北,简装,高楼层(共6层) ,,板楼
294,官悦欣园B区 ,百子湾,"46,904元/平",468,2室1厅,99.78平米,南,精装,低楼层(共22层),2014年,板楼
295,金地北京壹街区 ,通州其它,"34,223元/平",295,3室2厅,86.2平米,南 北,精装,底层(共7层),2024年,板楼
296,新马家园 ,马坡,"20,171元/平",135,1室1厅,66.93平米,南,精装,高楼层(共27层),2013年,板楼
297,天坛家具城 ,亚运村小营,"56,722元/平",400,2室1厅,70.52平米,南 北,简装,中楼层(共13层) ,,板楼
298,丰泽家园 ,青塔,"42,652元/平",269,2室1厅,63.07平米,南,精装,低楼层(共28层),2013年,板塔结合
299,北花园小区2号院 ,双桥,"39,632元/平",340,2室1厅,85.79平米,南,简装,低楼层(共29层) ,,板楼
300,六建 ,五棵松,"86,775元/平",538,2室1厅,62平米,南 北,精装,顶层(共14层),1980年,板塔结合
301,怡然世家 ,九棵树(家乐福),"31,353元/平",229,2室1厅,73.04平米,南,简装,低楼层(共28层),2013年,板塔结合
302,育新花园 ,西三旗,"77,257元/平",589,2室1厅,76.24平米,南,简装,高楼层(共20层),1999年,塔楼
303,旧宫新苑南区 ,旧宫,"37,568元/平",228,1室1厅,60.69平米,南 北,简装,中楼层(共18层),2012年,板楼
304,通达园 ,回龙观,"31,529元/平",499,3室2厅,158.27平米,南 北,简装,6层 ,,板楼
305,八角北路 ,八角,"34,802元/平",188,2室1厅,54.02平米,南 北,简装,高楼层(共6层),1985年,板楼
306,汇鸿家园 ,管庄,"39,765元/平",406,3室1厅,102.1平米,南,简装,顶层(共9层) ,,塔楼
307,安外花园 ,和平里,"106,515元/平",726,3室1厅,68.16平米,南 北,精装,中楼层(共5层) ,,板楼
308,阜成门南大街 ,月坛,"102,080元/平",540,2室1厅,52.9平米,东,精装,底层(共14层) ,,板楼
309,首地浣溪谷 ,南中轴机场商务区,"23,827元/平",199,2室1厅,83.52平米,南 北,精装,中楼层(共9层) ,,板塔结合
310,将府家园 ,酒仙桥,"41,178元/平",330,1室1厅,80.14平米,南,简装,底层(共16层) ,,板楼
311,珠江帝景伯爵山 ,大望路,"89,640元/平",1290,4室1厅,143.91平米,南 北,精装,16层,2007年,板楼
312,榆垡新城嘉园B区 ,大兴机场空港,"16,332元/平",129,2室1厅,78.99平米,南 北,精装,高楼层(共11层) ,,板楼
313,诗景长安 ,鲁谷,"51,848元/平",480,2室2厅,92.58平米,南 北,简装,顶层(共27层),2011年,板楼
314,和平里七区 ,和平里,"89,816元/平",709,3室1厅,78.94平米,东 西,简装,低楼层(共3层) ,,板楼
315,优筑 ,玉泉营,"56,499元/平",899,3室2厅,159.12平米,南 北,精装,低楼层(共18层),2007年,板楼
316,文兴街 ,车公庄,"95,987元/平",550,2室1厅,57.3平米,南 北,精装,底层(共6层) ,,板楼
317,华威西里 ,潘家园,"45,810元/平",229,1室1厅,49.99平米,南,精装,高楼层(共6层) ,,板楼
318,绿苑 ,马连洼,"87,858元/平",738,3室1厅,84平米,南 北,精装,底层(共6层) ,,板楼
319,春园 ,青塔,"44,714元/平",329,2室1厅,73.58平米,西南 北,简装,低楼层(共24层),1999年,塔楼
320,蒲黄榆三里 ,蒲黄榆,"40,262元/平",209,2室1厅,51.91平米,东 西,精装,顶层(共6层) ,,板楼
321,朝阳园 ,朝青,"54,224元/平",615,3室2厅,113.42平米,东,精装,29层,2003年,塔楼
322,一品嘉园西区 ,南中轴机场商务区,"17,184元/平",149,2室1厅,86.71平米,南 北,其他,低楼层(共6层) ,,板楼
323,安华里社区 ,安贞,"57,606元/平",381,3室1厅,66.14平米,东 西,简装,顶层(共6层) ,,板楼
324,科技大学家属院(海淀) ,二里庄,"84,968元/平",520,2室1厅,61.2平米,南 北,简装,中楼层(共5层) ,,板楼
325,慧忠里D区 ,亚运村,"79,372元/平",374,1室1厅,47.12平米,东 西,精装,顶层(共6层),1999年,板楼
326,安华里社区 ,安贞,"59,590元/平",279,1室1厅,46.82平米,东南,精装,低楼层(共13层),1992年,板塔结合
327,官园胡同 ,官园,"127,506元/平",598,1室1厅,46.9平米,南,简装,中楼层(共16层) ,,板塔结合
328,学院南路15号院 ,小西天,"86,282元/平",1290,3室2厅,149.51平米,南 西 北,简装,中楼层(共10层) ,,板楼
329,天通苑东一区 ,天通苑,"29,416元/平",485,3室1厅,164.88平米,南 西,精装,中楼层(共33层),2001年,塔楼
330,金地朗悦朗园 ,长阳,"41,831元/平",468,3室1厅,111.88平米,南 北,精装,顶层(共8层),2013年,板楼
331,鸿坤理想城八期 ,西红门,"32,418元/平",262,2室1厅,80.82平米,南 北,简装,高楼层(共24层) ,,板楼
332,安化北里 ,广渠门,"89,634元/平",345,1室1厅,38.49平米,南,精装,低楼层(共6层) ,,板楼
333,苹果社区北区 ,双井,"40,649元/平",489,2室1厅,120.3平米,南,简装,21层,2008年,塔楼
334,名佳花园一区 ,北七家,"27,367元/平",264,2室1厅,96.47平米,南 北,简装,中楼层(共7层) ,,板楼
335,城市亮点 ,永定门,"79,107元/平",669,2室1厅,84.57平米,南,精装,中楼层(共12层) ,,板塔结合
336,金域华府二期 ,回龙观,"71,007元/平",565,2室1厅,79.57平米,南,精装,28层,2014年,板楼
337,乔庄北街6号院 ,乔庄,"31,392元/平",125,1室0厅,39.82平米,南,精装,中楼层(共6层),2001年,板楼
338,龙跃苑三区 ,回龙观,"28,776元/平",549,5室2厅,190.79平米,东 南 北,精装,6层 ,,板楼
339,住总兴创如遇 ,大兴新机场洋房别墅区,"20,666元/平",159,2室1厅,76.94平米,南 北,精装,中楼层(共8层),2022年,板楼
340,北郡嘉源 ,南邵,"31,109元/平",268,3室1厅,86.15平米,南 北,简装,低楼层(共11层) ,,板楼
341,清逸西园 ,旧宫,"35,626元/平",229,2室1厅,64.28平米,南 北,简装,中楼层(共6层) ,,板楼
342,惠铭苑 ,通州北苑,"26,925元/平",135,1室0厅,50.14平米,西,简装,低楼层(共29层) ,,板楼
343,红庙北里 ,红庙,"48,172元/平",249,2室1厅,51.69平米,东 西 北,毛坯,中楼层(共5层),1977年,板楼
344,海悦名门 ,农展馆,"80,671元/平",573,1室1厅,71.03平米,西,精装,高楼层(共21层) ,,板塔结合
345,新安南里 ,右安门内,"77,533元/平",499,2室1厅,64.36平米,南,简装,6层,1997年,板楼
346,彩虹新城 ,枣园,"41,869元/平",380,2室2厅,90.76平米,南 北,精装,中楼层(共18层) ,,板楼
347,加州水郡三期 ,长阳,"25,447元/平",345,4室2厅,135.58平米,南 北,简装,中楼层(共11层) ,,板楼
348,邑上公馆 ,长阳,"29,611元/平",246,2室2厅,83.08平米,南 北,精装,中楼层(共6层),2014年,板楼
349,马坡花园一区 ,马坡,"21,473元/平",215,2室2厅,100.13平米,南 北,简装,中楼层(共6层),1999年,板楼
350,栖美园 ,怀柔,"20,352元/平",270,3室2厅,132.67平米,南 北,精装,底层(共6层) ,,板楼
351,安慧北里逸园 ,亚运村,"60,543元/平",290,1室1厅,47.9平米,南,简装,底层(共6层),1994年,板楼
352,和平里东街9号院 ,和平里,"124,989元/平",1399,3室2厅,111.93平米,南 西 北,简装,高楼层(共12层) ,,板楼
353,东方太阳城 ,顺义其它,"22,523元/平",300,3室1厅,133.2平米,南 北,简装,高楼层(共6层),2008年,板楼
354,弘善家园 ,潘家园,"37,916元/平",278,2室1厅,73.32平米,西南,简装,中楼层(共26层),2009年,塔楼
355,建华北里小区 ,良乡,"19,810元/平",150,2室1厅,75.72平米,南 北,精装,中楼层(共6层) ,,板楼
356,旭辉御锦 ,通州其它,"26,882元/平",699,3室2厅,260.03平米,南 北,精装,底层(共6层),2014年,板楼
357,南苑北里一区 ,和义,"34,225元/平",338,3室1厅,98.76平米,南 北,简装,中楼层(共6层) ,,板楼
358,风格派 ,亚运村小营,"57,872元/平",379,1室1厅,65.49平米,东北,精装,低楼层(共19层),2011年,板塔结合
359,小潞邑 ,潞苑,"28,950元/平",210,2室1厅,72.54平米,南 北,简装,中楼层(共7层) ,,板楼
360,富贵园三区 ,东花市,"86,289元/平",550,1室1厅,63.74平米,东,精装,高楼层(共16层),2002年,板楼
361,八宝庄 ,定慧寺,"70,995元/平",339,1室1厅,47.75平米,东,精装,高楼层(共16层) ,,塔楼
362,金地悦景台 ,后沙峪,"24,328元/平",218,2室2厅,89.61平米,东 西,精装,底层(共15层),2017年,塔楼
363,龙禧苑一区 ,回龙观,"36,637元/平",420,3室1厅,114.64平米,南 北,简装,底层(共6层) ,,板楼
364,九洲溪雅苑二区 ,长阳,"20,373元/平",313,3室2厅,153.64平米,南 北,简装,低楼层(共15层),2009年,塔楼
365,鼓楼外大街1、3号楼 ,马甸,"70,948元/平",485,2室1厅,68.36平米,东南 南,精装,低楼层(共16层),1992年,板楼
366,彼岸香醍 ,溪翁庄镇,"14,229元/平",530,4室3厅,372.48平米,南 北,毛坯,2层,2010年,板楼
367,润枫锦尚 ,旧宫,"39,683元/平",475,3室2厅,119.7平米,南 西 北,精装,中楼层(共10层) ,,板塔结合
368,劲松三区 ,劲松,"50,646元/平",306,2室1厅,60.42平米,南 北,简装,中楼层(共6层) ,,板楼
369,下斜街 ,长椿街,"84,571元/平",410,2室1厅,48.48平米,南 北,简装,顶层(共4层) ,,板楼
370,恒大名都 ,北苑,"53,520元/平",425,2室1厅,79.41平米,西南,简装,低楼层(共28层) ,,板楼
371,裕中西里 ,马甸,"132,931元/平",880,3室1厅,66.2平米,东南 西北,简装,20层 ,,板塔结合
372,红联村 ,小西天,"73,006元/平",430,2室1厅,58.9平米,南,精装,中楼层(共6层) ,,板楼
373,松榆西里 ,潘家园,"50,192元/平",288,2室1厅,57.38平米,南 北,简装,低楼层(共6层),1995年,板楼
374,首地浣溪谷 ,南中轴机场商务区,"22,572元/平",188,2室1厅,83.29平米,南 北,简装,中楼层(共9层),2014年,板楼
375,天兴家园 ,科技园区,"39,269元/平",275,1室1厅,70.03平米,南 北,简装,中楼层(共16层) ,,板楼
376,中纺宿舍北院 ,甘家口,"92,830元/平",980,3室2厅,105.57平米,东南,简装,中楼层(共18层),2000年,塔楼
377,管庄东里 ,管庄,"39,500元/平",382,3室1厅,96.71平米,南 北,简装,中楼层(共6层) ,,板楼
378,八里庄北里小区 ,石佛营,"55,105元/平",312,2室1厅,56.62平米,南 北,简装,底层(共6层),1984年,板楼
379,首开常青藤四期 ,东坝,"74,083元/平",668,3室1厅,90.17平米,南 北,精装,中楼层(共6层) ,,板楼
380,铁一区 ,木樨地,"119,697元/平",553,1室1厅,46.2平米,东,简装,底层(共4层) ,,板楼
381,建明里小区 ,西关环岛,"27,666元/平",239,2室1厅,86.39平米,南 北,简装,低楼层(共6层) ,,板楼
382,亚奥万和四季 ,北苑,"75,022元/平",1135,3室1厅,151.29平米,西南 北,精装,底层(共17层),2016年,塔楼
383,东领鉴筑 ,定福庄,"40,306元/平",390,2室1厅,96.76平米,南 北,简装,中楼层(共14层),2005年,板楼
384,南环里 ,鼓楼大街,"33,998元/平",133,1室1厅,39.12平米,南,精装,6层 ,,板楼
385,天怡福园 ,宋家庄,"49,323元/平",608,3室1厅,123.27平米,南 北,简装,底层(共18层),2015年,板楼
386,润枫水尚西区 ,朝青,"67,989元/平",830,2室1厅,122.08平米,南 北,精装,11层,2007年,板楼
387,航城壹号 ,大兴新机场,"24,205元/平",242,2室1厅,99.98平米,南 北,精装,中楼层(共14层),2021年,板楼
